[4513] JAMES D. E., MURCIA L. A. ; CRUSTAL CONTAMINATION IN NORTHERN ANDEAN VOLCANICS ; J. GEOL. SOC. LONDON 141 [1984] 823-830
[4544] LOPEZ-ESCOBAR L., PARADA M. A., MORENO H., FREY F. A., HICKEY-VARGAS R. ; A CONTRIBUTION TO THE PETROGENESIS OF OSORNO AND CALBUCO VOLCANOES, SOUTHERN ANDES (41°00'-41°30'): COMPARITIVE STUDY ; REV. GEOL. CHILE 19 [1992] 211-226
[4574] SCHREIBER U., SCHWAB K. ; GEOCHEMISTRY OF QUATERNARY SHOSHONITIC LAVAS RELATED TO THE CALAMA-OLACAPATO-EL TORO LINEAMENT, NW ARGENTINA ; JOURNAL OF SOUTH AMERICAN EARTH SCIENCES 4 (1/2), PERGAMON PRESS PLC &EARTH SCIENCES& RESOURCES INSTITUT [1991] 73-85
[4595] MUNOZ J. B. ; ULTRAMAFIC INCLUSIONS OF THE UPPER MANTLE AT MESETA LAS VIZCACHAS, ULTIM ESPERANZA, MAGALLANES, CHILE ; REV. GEOL. CHILE 13-14 [1980] 63-78
[4659] KNOX W. J. JR., KAY S. M., COIRA B. ; GEOCHEMICAL EVIDENCE ON THE ORIGIN OF QUATERNARY BASALTIC ANDESITES OF THE PUNA, NORTHWESTERN ARGENTINA ; ASOCIACION GEOL. ARGENTINA 44 [1989] 194-206
[4687] BEATE B., MONZIER M., SPIKINGS R., COTTEN J., SILVA J., BOURDON E., EISSEN J.-P. ; MIO-PLIOCENE ADAKITE GENERATION RELATED TO FLAT SUBDUCTION IN SOUTHERN ECUADOR: THE QUIMSACOCHA VOLCANIC CENTER ; EARTH PLANET. SCI. LETT. 192 [2001] 561-570
[4739] BOURDON E., EISSEN J.-P., MONZIER M., ROBIN C., MARTIN H., COTTEN J., HALL M. L. ; ADAKITE-LIKE LAVAS FROM ANTISANA VOLCANO (ECUADOR): EVIDENCE FOR SLAB MELT METASOMATISM BENEATH THE ANDEAN NORTHERN VOLCANIC ZONE ; J. PETROL. 43 [2002] 199-217
[4743] COSTA F., DUNGAN M. A., SINGER B. S. ; HORNBLENDE- AND PHLOGOPITE-BEARING GABBROIC XENOLITHS FROM VOLCAN SAN PEDRO (36°S), CHILEAN ANDES: EVIDENCE FOR MELT AND FLUID MIGRATION AND REACTIONS IN SUBDUCTION-RELATED PLUTONS ; J. PETROL. 43 [2002] 219-241
[4771] DEBARI S. M. ; PETROGENESIS OF THE FIAMBALA GABBROIC INTRUSION, NORTHWESTERN ARGENTINA, A DEEP CRUSTAL SYNTECTONIC PLUTON IN A CONTINENTAL MAGMATIC ARC ; J. PETROL. 35 [1994] 679-713
[4772] COSTA F., DUNGAN M. A., SINGER B. S. ; MAGMATIC NA-RICH PHLOGOPITE IN A SUITE OF GABBROIC CRUSTAL XENOLITHS FROM VOLCAN SAN PEDRO, CHILEAN ANDES: EVIDENCE FOR A SOLVUS RELATION BETWEEN PHLOGOPITE AND ASPIDOLITE ; AM. MINERAL. 86 [2001] 29-35
[4813] SCHMITT A. K., KASEMANN S., MEIXNER A., RHEDE D. ; BORON IN CENTRAL ANDEAN IGNIMBRITES: IMPLICATIONS FOR CRUSTAL BORON CYCLES IN AN CTIVE CONTINENTAL MARGIN ; CHEM. GEOL. 183 [2002] 333-347
[4863] KAY S. M., MAKSAEV V., MOSCOSO R., MPODOZIS C. M., NASI C. P. ; PROBING THE EVOLVING ANDEAN LITHOSPHERE: MID-LATE TERTIARY MAGMATISM IN CHILE (29-30.5°S) OVER THE MODERN ZONE OF SUBHORIZONTAL SUBDUCTION ; J. GEOPHYS. RES. B92 [1987] 6173-6189
[4865] BAKER P. E., GONZALES FERRAN O., REX D. C. ; GEOLOGY AND GEOCHEMISTRY OF THE OJOS DEL SALADO VOLCANIC REGION ; J. GEOL. SOC. LONDON 144 [1987] 85-96
[4889] SCHREIBER U., SCHWAB K. ; GEOCHEMISTRY OF QUATERNARY SHOSHONITIC LAVAS RELATED TO THE CALAMA-OLACAPATO-EL TORO LINEAMENT, NW ARGENTINA ; J. S. AMER. EARTH SCI. 4 [1991] 73-85
[4936] SIGMARSSON O., CHMELEFF J., MORRIS J., LOPEZ-ESCOBAR L. ; ORIGIN OF 226RA-230TH DISEQUILIBRIA IN ARC LAVAS FROM SOUTHERN CHILE AND IMPLICATIONS FOR MAGMA TRANSFER TIME ; EARTH PLANET. SCI. LETT. 196 [2002] 189-196
[4952] DOSTAL J., DUPUY C., LEFEVRE C. ; RARE EARTH ELEMENT DISTRIBUTION IN PLIO-QUATERNARY VOLCANIC ROCKS FROM SOUTHERN PERU ; LITHOS 10 [1977] 173-183
[4955] HILTON D. R., HAMMERSCHMIDT K., TEUFEL S., FRIEDRICHSEN H. ; HELIUM ISOTOPE CHARACTERISTICS OF ANDEAN GEOTHERMAL FLUIDS AND LAVAS ; EARTH PLANET. SCI. LETT. 120 [1993] 265-282
[4956] KONTAK D. J., CLARK A. H., FARRAR E., PEARCE T. H., STRONG D. F., BAADSGAARD H. ; PETROGENESIS OF A NEOGENE SHOSHONITE SUITE, CERRO MOROMORONI, PUNO, SOUTHEASTERN PERU ; CAN. MINERAL. 24 [1986] 117-135
[4998] COIRA B., NULLO F. ; PYROCLASTIC FACIES OF ORDOVICIAN VOLCANISM (ARENIG-LLANVIRNIAN) OF SALINA DE JAMA, JUJUY ; ASOCIACION GEOL. ARGENTINA REV. 44 [1989] 89-95
[5009] BARRAGAN R., GEIST D., HALL M., LARSON P. B., KURZ M. D. ; SUBDUCTION CONTROLS ON THE COMPOSITIONS OF LAVAS FROM THE ECUADORIAN ANDES ; EARTH PLANET. SCI. LETT. 154 [1998] 153-166
[5029] CARR M. J., PONTIER N. K. ; EVOLUTION OF A YOUNG PARASITIC CONE TOWARDS A MATURE CENTRAL VENT; IZALCO AND SANTA ANA VOLCANOES IN EL SALVADOR, CENTRAL AMERICA ; J. VOLCANOL. GEOTHERM. RES. 11 [1981] 277-292
[5033] ALVES S., SCHIANO P., CAPMAS F., ALLÈGRE C.-J. ; OSMIUM ISOTOPE BINARY MIXING ARRAYS IN ARC VOLCANISM ; EARTH PLANET. SCI. LETT. 198 [2002] 355-369
[5039] CAFFE P. J., TRUMBULL R. B., COIRA B., ROMER R. L. ; PETROGENESIS OF EARLY NEOGENE MAGMATISM IN THE NORTHERN PUNA; IMPLICATIONS FOR MAGMA GENESIS AND CRUSTAL PROCESSES IN THE CENTRAL ANDEAN PLATEAU ; J. PETROL. 43 [2002] 907-942
[5061] TRUMBULL R. B., WITTENBRINK R., HAHNE K., EMMERMANN R., BÜSCH W., GERSTENBERGER H., SIEBEL W. ; EVIDENCE FOR LATE MIOCENE TO RECENT CONTAMINATION OF ARC ANDESITES BY CRUSTAL MELTS IN THE CHILEAN ANDES (25° - 26°) AND ITS GEODYNAMIC IMPLICATIONS ; J. S. AMER. EARTH SCI. 12 [1999] 135-155
[5152] GINIBRE C., WÖRNER G., KRONZ A. ; MINOR- AND TRACE-ELEMENT ZONING IN PLAGIOCLASE: IMPLICATIONS FOR MAGMA CHAMBER PROCESSES AT PARINACOTA VOLCANO, NORTHERN CHILE ; CONTRIB. MINERAL. PETROL. 143 [2002] 300-315
[5168] RICHARDS J. P., VILLENEUVE M. ; CHARACTERISTICS OF LATE CENOZOIC VOLCANISM ALONG THE ARCHIBARCA LINEAMENT FROM CERRO LLULLAILLACO TO CORRIDA DE CORI, NORTHWEST ARGENTINA ; J. VOLCANOL. GEOTHERM. RES. 116 [2002] 161-200
[5180] COSTA F., SINGER B. S. ; EVOLUTION OF HOLOCENE DACITE AND COMPOSITONALLY ZONED MAGMA, VOLCAN SAN PEDRO, SOUTHERN VOLCANIC ZONE, CHILE ; J. PETROL. 43 [2002] 1571-1593
[5181] LUCASSEN F., ESCAYOLA M., ROMER R. L., VIRAMONTE J., KOCH K., FRANZ G. ; ISOTOPIC COMPOSITION OF LATE MESOZOIC BASIC AND ULTRABASIC ROCKS FROM THE ANDES (23-32°S) - IMPLICATIONS FOR THE ANDEAN MANTLE ; CONTRIB. MINERAL. PETROL. 143 [2002] 336-349
[5286] RICHARDS J. P., VILLENEUVE M. ; THE LLULLAILLACAO VOLCANO, NORTHWEST ARGENTINA: CONSTRUCTION BY PLEISTOCENE VOLCANISM AND DESTRUCTION BY SECTOR COLLAPSE ; J. VOLCANOL. GEOTHERM. RES. 105 [2001] 77-105
[5369] SIGMARSSON O., MARTIN H., KNOWLES J. ; MELTING OF A SUBDUCTING OCEANIC CRUST FROM U-TH DISEQUILIBRIA IN AUSTRAL ANDEAN LAVAS ; NATURE 394 [1998] 566-569
[5372] STERN C. R., KILIAN R. ; ROLE OF THE SUBDUCTED SLAB, MANTLE WEDGE AND CONTINENTAL CRUST IN THE GENERATION OF ADAKITES FROM THE ANDEAN AUSTRAL VOLCANIC ZONE ; CONTRIB. MINERAL. PETROL. 123 [1996] 263-281
[5425] CALVACHE M. L. V. ; PYROCLASTIC DEPOSITS OF THENOVEMBER 13, 1985 ERUPTION OF NEVADO DEL RUIZ VOLCANO, COLOMBIA ; J. VOLCANOL. GEOTHERM. RES. 41 [1990] 67-78
[5426] GOURGAUD A., THOURET J.-C. ; MAGMA MIXING AND PETROGENESIS OF THE 13 NOVEMBER 1985 ERUPTIVE PRODUCTS AT NEVADO DEL RUIZ (COLOMBIA) ; J. VOLCANOL. GEOTHERM. RES. 41 [1990] 79-96
[5427] SIGURDSSON H., CAREY S, PALAIS J. M., DEVINE J. D. ; PRE-ERUPTION COMPOSITIONAL GRADIENTS AND MIXING OF ANDESITE AND DACITE MAGMA ERUPTED FROM NEVADO DEL RUIZ VOLCANO, COLOMBIA IN 1985 ; J. VOLCANOL. GEOTHERM. RES. 41 [1990] 127-151
[5636] HOOKER P. J., DAVIDSON J. P., CROUDACE I. W., ESCOBAR A. ; VOLCANOLOGICAL AND PETROLOGICAL EVOLUTION OF VOLCAN TATA SABAYA, SW BOLIVIA ; J. VOLCANOL. GEOTHERM. RES. 55 [1993] 305-335
[5760] KAY S. M., MAKSAEV V., MOSCOSO R., MPODOZIS C. M., NASI C. P., GORDILLO C. E. ; TERTIARY ANDEAN MAGMATISM IN CHILE AND ARGENTINA BETWEEN 28°S AND 33°S: CORRELATION OF MAGMATIC CHEMISTRY WITH A CHANGING BENIOFF ZONE ; J. S. AMER. EARTH SCI. 1 [1988] 21-38
[5763] KILIAN R., LOPEZ-ESCOBAR L., LOBATO J. ; QUATERNARY VOLCANISM OF THE AUSTRAL VOLCANIC ZONE OF THE ANDES (49 - 52° S): GEOCHEMISTRY AND PETROLOGY ; ZBL. GEOL. PALAEONT. PART I (6) [1991] 1709-1721
[5804] LUCASSEN F., FRANZ G., THIRLWALL M. F., MEZGER K. ; CRUSTAL RECYCLING OF METAMORPHIC BASEMENT: LATE PALEOZOIC GRANITOIDS OF NORTHERN CHILE (ABOUT 22°S). IMPLICATIONS FOR THE COMPOSITION OF THE ANDEAN CRUST ; J. PETROL. 40 [1999] 1527-1551
[5856] LUCASSEN F., THIRLWALL M. F. ; SM-ND AGES OF MAFIC ROCKS FROM THE COASTAL CORDILLERA AT 24° S, NORTHERN CHILE ; GEOL. RUNDSCHAU 86 [1998] 767-774
[5857] MCCOURT W. J., ASPDEN J. A., BROOK M. ; NEW GEOLOGICAL AND GEOCHRONOLOGICAL DATA FROM THE COLOMBIAN ANDES: CONTINENTAL GROWTH BY MULTIPLE ACCRETION ; J. GEOL. SOC. LONDON 141 [1984] 831-845
[5906] MAKSAEV V., MOSCOSO R., MPODOZIS C. M., NASI C. P. ; THE VOLCANIC AND PLUTONIC UNITS OF THE UPPER CENOZOICUM IN THE UPPER CORDILLERA AT NORTE CHICO (29°-31°S): GEOLOGY, HYDROTHERMAL ALTERATION AND MINERALOZATION ; REV. GEOL. CHILE 21 [1994] 11-51
[5943] SANDEMAN H. A., CLARK A. H. ; GLASS-RICH, CORDIERITE-BIOTITE RHYODACITE, VALLE NINAHUISA, PUNO, SE PERU: PETROLOGICAL EVIDENCE FOR HYBRIDIZATION OF ´LACHLAN S-TYPE´ AND POTASSIC MAFIC MAGMAS ; J. PETROL. 44 [2003] 355-385
[5985] BREITKREUZ C., VAN SCHMUS W. R. ; U/PB GEOCHRONOLOGY AND SIGNIFICANCE OF LATE PERMIAN IGNIMBRITES IN NORTHERN CHILE ; J. S. AMER. EARTH SCI. 9 [1996] 281-293
[6224] LARA L. E., RODRIGUEZ C., MORENO H., PEREZ DE ARCE C. ; K-AR GEOCHRONOLOGY AND GEOCHEMISTRY OF THE UPPER PLIOCENE-PLEISTOCENE VOLCANISM OF THE SOUTHERN ANDES (39-42°S) ; REV. GEOL. CHILE 28 [2001] 67-90
[6304] MELSON W. G., ALLAN J. F., REID JEREZ D., NELEN J., CALVACHE M. L. V., WILLIAMS S. N., FOURNELLE J. H., PERFIT M. R. ; WATER CONTENTS, TEMPERATURES AND DIVERSITY OF THE MAGMAS OF THE CATASTROPHIC ERUPTION OF NEVADO DEL RUIZ, COLOMBIA, NOVEMBER 13, 1985 ; J. VOLCANOL. GEOTHERM. RES. 41 [1990] 97-126
[6507] FOURNELLE J. H. ; ANHYDRITE IN NEVADO DEL RUIZ NOVEMBER 1985 PUMICE: RELEVANCE TO THE SULFUR PROBLEM ; J. VOLCANOL. GEOTHERM. RES. 42 [1990] 189-201
[6570] ROSNER M., ERZINGER J., FRANZ G., TRUMBULL R. B. ; SLAB-DERIVED BORON ISOTOPE SIGNATURES IN ARC VOLCANIC ROCKS FROM THE CENTRAL ANDES AND EVIDENCE FOR BORON ISOTOPE FRACTIONATION DURING PROGRESSIVE SLAB DEHYDRATION ; GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 4 (2002GC000438) [2003]
[6653] SOLER P., BONHOMME M. G. ; NEW K-AR AGE DETERMINATIONS OF INTRUSIVE ROCKS FROM THE CORDILLERA OCCIDENTAL AND ALTIPLANO OF CENTRAL PERU: IDENTIFICATION OF MAGMATIC PULSES AND EPISODES OF MINERALIZATION ; J. S. AMER. EARTH SCI. 1 [1988] 169-177
[6656] KASEMANN S., ERZINGER J., FRANZ G. ; BORON RECYCLING IN THE CONTINENTAL CRUST OF THE CENTRAL ANDES FROM THE PALAEOZOIC TO MESOZOIC, NW ARGENTINA ; CONTRIB. MINERAL. PETROL. 140 [2000] 328-343
[6678] SMELLIE J. L., PANKHURST R. J., THOMSON M. R. A., DAVIES R. E. S ; THE GEOLOGY OF THE SOUTH SHETLAND ISLANDS: VI. STRATIGRAPHY, GEOCHEMISTRY AND EVOLUTION ; BRITISH ANTARCTIC SURV. SCIENT. REP. 87 [1984] 1-85
[6779] MORGAN G. B., VI, LONDON D., LUEDKE R. G. ; PETROCHEMISTRY OF LATE MIOCENE PERALUMINOUS SILICIC VOLCANIC ROCKS FROM THE MOROCOCALA FIELD, BOLIVIA ; J. PETROL. 39 [1998] 601-632
[6850] COSTA F., SCAILLET B, PICHAVANT M. ; PETROLOGICAL AND EXPERIMENTAL CONSTRAINTS ON THE PRE-ERUPTION CONDITIONS OF HOLOCENE DACITE FROM VOLCÁN SAN PEDRO (36°S, CHILEAN ANDES) AND THE IMPORTANCE OF SULPHUR IN SILICIC SUBDUCTION-RELATED MAGMAS ; J. PETROL. 45 [2004] 855-881
[7067] HALTER W. E., BAIN N., BECKER K., HEINRICH C. A., LANDTWING M., VON QUADT A., CLARK A. H., SASSO A. M., BISSIG T., TOSDAL R. M. ; FROM ANDESITIC VOLCANISM TO THE FORMATION OF A PORPHYRY CU-AU MINERALIZING MAGMA CHAMBER: THE FARALLON NEGRO VOLCANIC COMPLEX, NORTHWESTERN ARGENTINA ; J. VOLCANOL. GEOTHERM. RES. 136 [2004] 1-30
[7132] RESTREPO-PACE P. A., RUIZ J., GEHRELS G. E., COSCA M. A. ; GEOCHRONOLOGY AND ND ISOTOPIC DATA OF GRENVILLE-AGE ROCKS IN THE COLOMBIAN ANDES: NEW CONSTRAINTS FOR LATE PROTEROZOIC-EARLY PALEOZOIC PALEOCONTINENTAL RECONSTRUCTIONS OF THE AMERICAS ; EARTH PLANET. SCI. LETT. 150 [1997] 427-441
[7256] CARLIER G., LORAND J. P. ; PETROGENESIS OF A ZIRCONOLITE-BEARING MEDITERRANEAN-TYPE LAMPROITE FROM THE PERUVIAN ALTIPLANO (ANDEAN CORDILLERA) ; LITHOS 69 [2003] 15-35
[7265] D^ORAZIO M. D., AGOSTINI S., INNOCENTI F., HALLER M. J., MANETTI P., MAZZARINI F. ; SLAB WINDOW-RELATED MAGMETISM FROM SOUTHERNMOST SOUTH AMERICA: THE LATE MIOCENE MAFIC VOLCANICS FROM THE ESTANCIA GLENCROSS AREA (52 ^S, ARGENTINA-CHILE) ; LITHOS 57 [2001] 67-89
[7358] LUCASSEN F., FRANZ G. ; ARC RELATED JURASSIC IGNEOUS AND META-IGNEOUS ROCKS IN THE COSTAL CORDILLERA OF NORTHERN CHILE / REGION ANTOFAGASTA ; LITHOS 32 [1994] 273-298
